document_index,sentence,sentence_index,class
business_68,"Over the past few months, delegations of European and other business leaders have been heading to the US stock market watchdog's Washington DC headquarters to protest.",business_68_6,business
business_68,"delegations of European and other business leaders say an unfair burden is too expensive and the timescale too short and some, particularly the UK's CBI, warned that companies would choose to let companies's US listings drop rather than get in line with Section 404 of the Sox Act, as the legislation is nicknamed,.",business_68_7,business
business_68,"The latest delegation from the UK's CBI met the US stock market watchdog officials on Wednesday, just before the decision to relax the deadline to get in line with the rules was announced.",business_68_8,business
business_68,"""CBI director-general Sir Digby Jones think the decision to relax the deadline signifies a change of heart at the US stock market watchdog,"" the UK's CBI director-general Sir Digby Jones told the BBC's Today programme.",business_68_9,business
business_68,"""the US stock market watchdog have been listening to the UK's CBI and to many overseas companies, who have reminded America what globalisation really means: that America can't make tough new corporate governance regulations imposed by the US stock market watchdog in isolation.""",business_68_10,business
business_68,the US stock market watchdog said the US stock market watchdog had taken into consideration the fact that foreign companies were already working to meet more onerous financial reporting rules in foreign companies's home countries.,business_68_11,business
business_68,"The European Union, in particular, was imposing new international financial reporting standards in 2005, the US stock market watchdog noted.",business_68_12,business
business_68,"""Donald Nicolaisen, the SEC's chief accountant don't underestimate the effort (compliance) will require but the decision to relax the deadline will provide additional time for those issuers to take a good hard look at those issuers's internal controls,"" said Donald Nicolaisen, the US stock market watchdog's chief accountant.",business_68_13,business
business_69,"Record year for Chilean copper Chile's's copper industry has registered record earnings of $14.2bn in 2004, the governmental Chilean Copper Commission (Cochilco) has reported.",business_69_0,business
business_69,"Strong demand from China's fast-growing economy and high prices have fuelled production, said the governmental Chilean Copper Commission (Cochilco) vice president Patricio Cartagena.",business_69_1,business
business_69,Cochilco vice president Patricio Cartagena added that the boom has allowed Chile's to collect $950m in taxes.,business_69_2,business
business_69,Cochilco vice president Patricio Cartagena said Chile's copper industry expects to see investment worth $10bn over the next three years.,business_69_3,business
business_69,"""With investment worth $10bn, clearly the governmental Chilean Copper Commission (Cochilco) are going to continue being the principle actor in the mining of copper.",business_69_4,business
business_69,"It's a consolidation of Chile's copper industry with new projects and expansions that will support greater production.""",business_69_5,business
business_69,"Australia's BHP Billiton - which operates La Escondida, the world's's largest open pit copper mine - is planning to invest $1.9bn between now and 2007, while state-owned Codelco will spend about $1bn on various projects.",business_69_6,business
business_69,"Chile, the biggest copper producer in the world's, is now analyzing ways of to keep prices stable at prices's current high levels, without killing off demand or leading customers to look for substitutes for copper.",business_69_7,business
business_69,The copper price reached a 16-year high in October 2004.,business_69_8,business
business_69,"Production in Chile's is expected rise 3.5% in 2005 to 5.5 million tonnes, said Cochilco vice president Patricio Cartagena.",business_69_9,business
business_69,the governmental Chilean Copper Commission (Cochilco) expects for 2005 a slight reduction on copper prices and forecasts export earnings will fall 10.7%.,business_69_10,business
business_70,"US consumer confidence up Consumers''s confidence in the state of the US economy is at Consumers' confidence in the state of the US economy's highest for five months and Consumers' are optimistic about 2005, an influential survey says.",business_70_0,business
business_70,The feel-good factor among US consumers rose in December for the first time since July according to new data.,business_70_1,business
business_70,"The Conference Board survey of 5,000 households pointed to renewed optimism about job creation and economic growth.",business_70_2,business
business_70,US retailers have reported strong sales over the past 10 days after a slow start to the crucial festive season.,business_70_3,business
business_70,"According to figures also released on Tuesday, sales in shopping malls in the week to 25 December were 4.3% higher than in 2003 following a last minute rush.",business_70_4,business
business_70,"Wal-Mart, the largest US retailer, has said Wal-Mart, the largest US retailer,'s December sales are expected to be better than previously forecast because of strong post-Christmas sales.",business_70_5,business
business_70,"Wal-Mart, the largest US retailer, is expecting annual sales growth of between 1% and 3% for December.",business_70_6,business
business_70,Consumer confidence figures are considered a key economic indicator because consumer spending accounts for about two thirds of all economic activity in the United States.,business_70_7,business
business_70,"""The continuing economic expansion, combined with job growth, has consumers ending this year on a high note,"" said Lynn Franco, director of Conference Board's consumer research centre.",business_70_8,business
business_70,"""And consumers' outlook suggests that the US economy will continue to expand in the first half of next year.""",business_70_9,business
business_70,"the US economy has performed strongly in recent months, prompting the Federal Reserve to increase interest rates five times since June.",business_70_10,business
business_71,Cash gives way to flexible friend Spending on credit and debit cards has overtaken cash spending in the UK for the first time.,business_71_0,business
business_71,"The moment that plastic finally the historic transaction cash happened at 10.38am on Wednesday, according to the Association for Payment Clearing Services (Apacs) the Association for Payment Clearing Services (Apacs chose school teacher Helen Carroll, from Portsmouth, to make the historic transaction.",business_71_1,business
business_71,"the historic transaction took place as school teacher Helen Carroll, from Portsmouth, paid for school teacher Helen Carroll, from Portsmouth,'s groceries in the supermarket chain Tesco's Cromwell Road branch.",business_71_2,business
business_71,"school teacher Helen Carroll, from Portsmouth, was born in the same year that plastic cards first appeared in the UK.",business_71_3,business
business_71,"""school teacher Helen Carroll, from Portsmouth, pay for most things with school teacher Helen Carroll, from Portsmouth,'s debit card, with occasional purchases on one of school teacher Helen Carroll, from Portsmouth,'s credit cards,"" said school teacher Helen Carroll, from Portsmouth,.",business_71_4,business
business_71,Spending patterns for the year and estimates for December led the Association for Payment Clearing Services (Apacs to conclude that 10.38am was the time that plastic would finally rule the roost.,business_71_5,business
business_71,"Shoppers in the UK are expected to put £269bn on plastic cards during the whole of 2004, compared with £268bn paid with cash, the Association for Payment Clearing Services (Apacs said.",business_71_6,business
business_71,"When the first plastic cards appeared in the UK in June 1966, issued by Barclaycard, but only a handful of retailers accepted the first plastic cards and very few customers held the first plastic cards.",business_71_7,business
business_71,"""But in less than 40 years, plastic has become the Association for Payment Clearing Services (Apacs's most popular way to pay, due to the added security and flexibility plastic offers,"" said the Association for Payment Clearing Services (Apacs spokeswoman Jemma Smith.",business_71_8,business
business_71,"""The key driver has been the introduction of debit cards, which now account for two-thirds of plastic card transactions and are used by millions of us every day.""",business_71_9,business
business_72,Japanese mogul arrested for fraud One of Japan's's best-known businessmen was arrested on Thursday on charges of falsifying shareholder information and selling shares based on the false data.,business_72_0,business
business_72,"Japanese mogul was once ranked as the world's richest man and ran a business spanning hotels, railways, construction and a baseball team.",business_72_1,business
business_72,His is the latest in a series of arrests of top executives in Japan's over business scandals.,business_72_2,business
business_72,Japanese mogul was taken away in a van outside one of Japanese mogul's Prince hotels in Tokyo.,business_72_3,business
business_72,There was a time when Japanese mogul seemed untouchable.,business_72_4,business
business_72,"Inheriting a large property business from Japanese mogul's father in the 1960s, Japanese mogul became one of Japan's's most powerful industrialists, with close connections to many of Japan's's leading politicians.",business_72_5,business
business_72,Japanese mogul used Japanese mogul's wealth and influence to bring the Winter Olympic Games to Nagano in 1998.,business_72_6,business
business_72,"But last year, Japanese mogul was forced to resign from all the posts Japanese mogul held in Japanese mogul's business empire, after being accused of falsifying the share-ownership structure of Seibu Railways, one of Japanese mogul's companies.",business_72_7,business
business_72,"Under Japanese stock market rules, no listed company can be more than 80% owned by no listed company's 10 largest shareholders.",business_72_8,business
business_72,Now Japanese mogul faces criminal charges and the possibility of a prison sentence because Japanese mogul made it look as if the 10 biggest shareholders owned less than more than 80% owned by its 10 largest shareholders.,business_72_9,business
business_72,"Seibu Railways, one of his companies has been delisted from the stock exchange, Seibu Railways, one of his companies's share value has plunged and Seibu Railways, one of his companies is the target of a takeover bid.",business_72_10,business
business_72,Japanese mogul's fall from grace follows the arrests of several other top executives in Japan's as the authorities try to curb the murky business practices which were once widespread in Japanese companies.,business_72_11,business
business_72,Japanese mogul's determination to stay at the top at all costs may have had His determination to stay at the top at all costs's roots in Japanese mogul's childhood.,business_72_12,business
business_72,"The illegitimate third son of a rich father, who made his money buying up property as Japan's rebuilt after World War II, he has described the demands Japanese mogul's father made.",business_72_13,business
business_72,"""Japanese mogul felt enormous pressure when Japanese mogul dined with a rich father and enormous pressure was nothing but pain,"" Japanese mogul told a weekly magazine in 1987.",business_72_14,business
business_72,"""a rich father scolded Japanese mogul for pouring too much soy sauce or told Japanese mogul fruit was not for children.",business_72_15,business
business_72,"a rich father didn't let Japanese mogul use the silk futon, saying the silk futon's a luxury.""",business_72_16,business
business_72,There have been corporate governance issues at some other Japanese companies too.,business_72_17,business
business_72,"Last year, twelve managers from Mitsubishi Motors were charged with covering up safety defects in twelve managers from Mitsubishi Motors's vehicles and three executives from Japan's's troubled UFJ bank were charged with concealing the extent of Japan's troubled UFJ bank's bad loans.",business_72_18,business
business_73,"Oil rebounds from weather effect Oil prices recovered in Asian trade on Tuesday, after falling in New York on milder winter weather across the US.",business_73_0,business
business_73,"With winter temperatures staying relatively high in the northern US, a barrel of light crude ended Monday down $1.33 to $42.12.",business_73_1,business
business_73,"However crude prices have rebounded in Asia, rising to $42.30 a barrel for February delivery.",business_73_2,business
business_73,"In London, trading of Brent crude was suspended for a public holiday, but the price fell to $39.20 in the Far East.",business_73_3,business
business_73,"With milder temperatures expected to continue in the northern parts of the US over the next few days at least, analysts have said the price of oil may the decline further - even if the decline was only temporary.",business_73_4,business
business_73,"""Weather has been the Achilles' heel of this market,"" said ABN AMRO analyst John Brady.",business_73_5,business
business_73,"""But it is winter in the northeast.",business_73_6,business
business_73,"Eventually we'll get another cold blast.""",business_73_7,business
business_73,"Despite a fall of more than $12 a barrel from the record highs reached in late October, the price of oil remains almost 30% higher than year-ago levels.",business_73_8,business
business_73,"Prices rose last week after militant attacks in Riyadh, the capital of Saudi Arabia, briefly renewed fears that the supply chain might be broken in Saudi Arabia.",business_73_9,business
business_73,"""this market was panicked but fears essentially evaporated since there was no follow-up,"" said Deborah White, senior economist for energy at SG Securities in Paris.",business_73_10,business
business_74,Weak end-of-year sales hit Next Next has said Next Next's annual profit will be £5m lower than previously expected because Next Next's end-of-year clearance sale has proved disappointing.,business_74_0,business
business_74,"""Clearance rates in Next Next's end-of-season sale have been below Next Next's expectations,"" Next Next said.",business_74_1,business
business_74,Next Next said Next Next now expected to report annual profits of between £415m and £425m ($779m-798m).,business_74_2,business
business_74,Next Next's shares fell more than 3% following the release of the trading statement.,business_74_3,business
business_74,"Next Next chief executive Simon Wolfson admitted that festive sales were ""below where Next Next would expect a normal Christmas to be"", but said sales should still top analyst expectations.",business_74_4,business
business_74,"Among areas where Next Next could have done better, Next chief executive Simon Wolfson said menswear ranges were ""a little bit too similar to the previous year"".",business_74_5,business
business_74,"Next chief executive Simon Wolfson also said that disappointing pre-Christmas sales were ""more to do with the fact that Next Next went in with too much stock rather than (the fact that) demand wasn't there for the stock"".",business_74_6,business
business_74,Next Next's like-for-like store sales in the five months from 3 August to 24 December were up 2.9% on a year earlier.,business_74_7,business
business_74,"2.9% is for existing Next Next stores, which were unaffected by new Next Next store openings.",business_74_8,business
business_74,Like-for-like sales growth at the 49 Next Next stores directly affected by new store openings in the 49 Next stores directly affected by new store openings in their locality's locality was 0.5%.,business_74_9,business
business_74,"Overall sales across both Next Next's retail and mail order divisions were up 12.4%, Next Next said.",business_74_10,business
business_74,Next Next's Next Directory mail order division saw sales rise 13.4% during the five months from 3 August to 24 December.,business_74_11,business
business_74,"""In terms of all the worries about Next Next's trading pre-Christmas, it's a result,"" said Nick Bubb, an analyst at Evolution Securities.",business_74_12,business
business_74,"""Profits of around £420m would be well within the comfort zone.""",business_74_13,business
business_74,"However, one dealer, who asked not to be named, told Reuters the seasonal sales performance was ""not what people had hoped for"".",business_74_14,business
business_74,"""Christmas has been tough for the whole sector, and Next Next is one of the best retailers,"" one dealer, who asked not to be named, said.",business_74_15,business
business_74,Next Next's trading statement comes a day after House of Fraser and Woolworths disappointed investors with House of Fraser and Woolworths's figures.,business_74_16,business
business_75,Tate & Lyle boss bags top award Tate & Lyle's chief executive has been named European Businessman of the Year by a leading business magazine.,business_75_0,business
business_75,"Tate & Lyle boss was awarded top award by a leading business magazine for returning one of the UK's's ""venerable"" manufacturers to the UK's's top 100 companies.",business_75_1,business
business_75,Tate & Lyle had been absent from the FTSE 100 for seven years until Tate & Lyle boss helped Tate & Lyle return to growth.,business_75_2,business
business_75,"Tate & Lyle's shares have leapt 55% this year, boosted by firming sugar prices and sales of Tate & Lyle's artificial sweeteners.",business_75_3,business
business_75,"""After years of a sagging stock price and a seven-year hiatus from the FTSE 100, one of the UK's's venerable manufacturers has returned to the FTSE 100,"" a leading business magazine said.",business_75_4,business
business_75,"Tate & Lyle boss took the helm at Tate & Lyle in 2003, after spending most of Tate & Lyle boss's career at consumer goods giant Unilever.",business_75_5,business
business_75,Tate & Lyle operates more than 41 factories and 20 more additional production facilities in 28 countries.,business_75_6,business
business_75,Previous winners of the a leading business magazine award include Royal Bank of Scotland chief executive Fred Goodwin and former Vodafone boss Chris Gent.,business_75_7,business
business_76,Deutsche Boerse set to 'woo' LSE Bosses of Deutsche Boerse and LSE are to meet amid talk that a takeover bid for LSE will be raised to £1.5bn ($2.9bn).,business_76_0,business
business_76,"Last month, Deutsche Boerse tabled a 530 pence-per-share offer for LSE, valuing LSE at £1.3bn.",business_76_1,business
business_76,"Paris-based Euronext, owner of Liffe in LSE, has also said Paris-based Euronext, owner of Liffe in London, is interested in bidding for LSE.",business_76_2,business
business_76,"Paris-based Euronext, owner of Liffe in London, is due to hold talks with LSE this week and Paris-based Euronext, owner of Liffe in London, is reported to be ready to raise £1.4bn to fund a bid.",business_76_3,business
business_76,"Paris-based Euronext, owner of Liffe in London, chief Jean-Francois Theodore is scheduled to meet Euronext chief Jean-Francois Theodore's LSE counterpart Clara Furse on Friday.",business_76_4,business
business_76,"Deutsche Boerse chief Werner Seifert is meeting his LSE counterpart Clara Furse on Thursday, in the third meeting between the two exchanges since the bid approach in December.",business_76_5,business
business_76,"LSE rejected Deutsche Boerse's proposed £1.3bn offer in December, saying Deutsche Boerse's proposed £1.3bn offer in December undervalued LSE.",business_76_6,business
business_76,"But LSE agreed to leave the door open for talks to find out whether a ""significantly-improved proposal"" would be in the interests of LSE's shareholders and customers.",business_76_7,business
business_76,"In the meantime, Euronext, which combines the Paris-based, Amsterdam and Lisbon stock exchanges, also began talks with LSE.",business_76_8,business
business_76,"In a statement on Thursday, Paris-based Euronext, owner of Liffe in London, said any offer was likely to be solely in cash, but added that: ""There can be no assurances at this stage that any offer will be made.""",business_76_9,business
business_76,A deal with either bidder would create the biggest stock market operator in Europe and the second biggest in the world after the New York Stock Exchange.,business_76_10,business
business_76,"According to the FT, in Deutsche Boerse's latest meeting Deutsche Boerse will adopt a charm offensive to woo the LSE exchange.",business_76_11,business
business_76,the FT said Deutsche Boerse will offer to manage a combined cash and equities market out of LSE and let his LSE counterpart Clara Furse take the helm.,business_76_12,business
business_76,Other reports this week said Deutsche Boerse might even consider selling Deutsche Boerse's Luxembourg-based Clearstream unit - the clearing house that processes securities transactions.,business_76_13,business
business_76,Deutsche Boerse's ownership of its Luxembourg-based Clearstream unit - the clearing house that processes securities transactions was seen as the main stumbling block to a LSE-Frankfurt merger.,business_76_14,business
business_76,"LSE shareholders feared a Deutsche Boerse takeover would force LSE shareholders to use its Luxembourg-based Clearstream unit - the clearing house that processes securities transactions, making it difficult for LSE shareholders to negotiate for lower transaction fees.",business_76_15,business
business_77,High fuel prices hit BA's's profits BA's has blamed high fuel prices for a 40% drop in profits.,business_77_0,business
business_77,"Reporting BA's's results for the three months to 31 December 2004, BA's made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",business_77_1,business
business_77,"Rod Eddington, BA's's chief executive, said its results for the three months to 31 December 2004 were ""respectable"" in a third quarter when fuel costs rose by £106m or 47.3%.",business_77_2,business
business_77,"BA's's profits were still better than market expectation of £59m, and BA's expects a rise in full-year revenues.",business_77_3,business
business_77,"To help offset the increased price of aviation fuel, BA's last year introduced a fuel surcharge for passengers.",business_77_4,business
business_77,"In October, BA's increased a fuel surcharge for passengers from £6 to £10 one-way for all long-haul flights, while the short-haul surcharge was raised from £2.50 to £4 a leg.",business_77_5,business
business_77,"Yet aviation analyst Mike Powell of Dresdner Kleinwort Wasserstein says BA's's estimated annual surcharge revenues - £160m - will still be way short of BA's's additional fuel costs - a predicted extra £250m. Turnover for the three months to 31 December 2004 was up 4.3% to £1.97bn, further benefiting from a rise in cargo revenue.",business_77_6,business
business_77,"Looking ahead to BA's's full year results to March 2005, BA's warned that yields - average revenues per passenger - were expected to decline as BA's continues to lower prices in the face of competition from low-cost carriers.",business_77_7,business
business_77,"However, BA's said sales would be better than previously forecast.",business_77_8,business
business_77,"""For the year to March 2005, the total revenue outlook is slightly better than previous guidance with a 3% to 3.5% improvement anticipated,"" BA's chairman Martin Broughton said.",business_77_9,business
business_77,BA's had previously forecast a 2% to 3% rise in full-year revenue.,business_77_10,business
business_77,BA's also reported on Friday that passenger numbers rose 8.1% in January.,business_77_11,business
business_77,"Aviation analyst Nick Van den Brul of BNP Paribas described BA's's latest quarterly results as ""pretty modest"".",business_77_12,business
business_77,"""its results for the three months to 31 December 2004 is quite good on the revenue side and its results for the three months to 31 December 2004 shows the impact of fuel surcharges and a positive cargo development, however, operating margins down and cost impact of fuel are very strong,"" Aviation analyst Nick Van den Brul of BNP Paribas said.",business_77_13,business
business_77,"Since the 11 September 2001 attacks in the United States, BA's has cut 13,000 jobs as part of a major cost-cutting drive.",business_77_14,business
business_77,"""BA's's focus remains on reducing controllable costs and debt whilst continuing to invest in BA's's products,"" Rod Eddington, BA's chief executive, said.",business_77_15,business
business_77,"""For example, BA's have taken delivery of six Airbus A321 aircraft and next month BA's will start further improvements to BA's's Club World flat beds.""",business_77_16,business
business_77,BA's's shares closed up four pence at 274.5 pence.,business_77_17,business
business_78,US interest rate rise expected US interest rates are expected to The move for the fifth time since June following the US Federal Reserve's's latest rate-setting meeting later on Tuesday.,business_78_0,business
business_78,Borrowing costs are tipped to rise by a quarter of a percentage point to 2.25%.,business_78_1,business
business_78,"The move comes as a recovery in the US economy, the world's biggest, shows signs of robustness and sustainability.",business_78_2,business
business_78,"The dollar's record-breaking decline, meanwhile, has spooked markets and along with high oil prices has raised concerns about the pace of inflation.",business_78_3,business
business_78,"""Stone & McCarthy Research are seeing evidence that inflation is moving higher,"" said Ken Kim, an analyst at Stone & McCarthy Research.",business_78_4,business
business_78,"""It's not a risk, it's actually happening.""",business_78_5,business
business_78,"Ken Kim, an analyst at Stone & McCarthy Research added that borrowing costs could rise further.",business_78_6,business
business_78,"the US Federal Reserve's has said that the US Federal Reserve's will move in a ""measured"" way to combat price growth and lift interest rates from interest rates's 40-year lows that were prompted by sluggish US and global growth.",business_78_7,business
business_78,"With the economic picture now looking more rosy, the US Federal Reserve's has implemented quarter percentage point rises in June, August, September and November.",business_78_8,business
business_78,"Although the US economy, the world's biggest, grew at an annual rate of 3.9% in the three months to September, analysts warn that the US Federal Reserve's has to be careful not to move too aggressively and take the wind out of a recovery in the US economy, the world's biggest,'s sails.",business_78_9,business
business_78,"Earlier this month figures showed that job creation is still weak, while consumer confidence is subdued.",business_78_10,business
business_78,"""David Berson, chief economist at Fannie Mae think the US Federal Reserve's feels the US Federal Reserve's has a fair amount of flexibility,"" said David Berson, chief economist at Fannie Mae.",business_78_11,business
business_78,"""While inflation has moved up, inflation hasn't moved up a lot.""",business_78_12,business
business_78,"""If economic growth should subside the US Federal Reserve's would feel the US Federal Reserve's has the flexibility to pause in the US Federal Reserve's's tightening.",business_78_13,business
business_78,"""But if economic growth picked up and caused core inflation to rise a little more quickly, David Berson, chief economist at Fannie Mae think the US Federal Reserve's would be prepared to tighten more quickly as well.""",business_78_14,business
business_79,Continental Airlines 'may run out of cash' Shares in Continental Airlines have tumbled after Continental Airlines warned Continental Airlines could run out of cash.,business_79_0,business
business_79,"In a filing to US regulators Continental Airlines warned of ""inadequate liquidity"" if Continental Airlines fails to reduce wage costs by $500m by the end of February.",business_79_1,business
business_79,"Continental Airlines also said that, if Continental Airlines did not make any cuts, Continental Airlines expects to lose ""hundreds of millions of dollars"" in 2005 in current market conditions.",business_79_2,business
business_79,"Failure to make cutbacks may also push Continental Airlines to reduce Continental Airlines's fleet, Continental Airlines said.",business_79_3,business
business_79,Shares in Continental Airlines had fallen 6.87% on the news to $10.44 by 1830 GMT.,business_79_4,business
business_79,"""Without the reduction in wage and benefit costs and a reasonable prospect of future profitability, Continental Airlines believe that Continental Airlines's ability to raise additional money through financings would be uncertain,"" Continental Airlines said in Continental Airlines's filing to the US Securities and Exchange Commission (SEC).",business_79_5,business
business_79,"Airlines have faced tough conditions in recent years, amid terrorism fears since the 11 September World Trade Centre attack in 2001.",business_79_6,business
business_79,"But despite passengers returning to the skies, record-high fuel costs and fare wars prompted by competition from low cost carriers have taken record-high fuel costs and fare wars prompted by competition from low cost carriers's toll.",business_79_7,business
business_79,Continental Airlines now has debt and pension payments of nearly $984m which Continental Airlines must pay off this year.,business_79_8,business
business_79,Continental Airlines has been working to streamline Continental Airlines's operations - and has managed to save $1.1bn in costs without cutting jobs.,business_79_9,business
business_79,Two weeks' ago Continental Airlines also announced Continental Airlines would be able to shave a further $48m a year from Continental Airlines's costs with changes to wage and benefits for most of Continental Airlines's US-based management and clerical staff.,business_79_10,business
business_80,Mixed Christmas for US retailers US retailers posted mixed results for December - with luxury retailers faring well while many others were forced to slash prices to lift sales.,business_80_0,business
business_80,Upscale department store Nordstrom said same store sales were 9.3% higher than during the same period last year.,business_80_1,business
business_80,"Trendy youth labels also sold well, with sales jumping 28% at young women's clothing retailer Bebe Stores and 32.2% at American Eagle Outfitters.",business_80_2,business
business_80,But Wal-Mart only saw Wal-Mart's sales rise after Wal-Mart cut prices.,business_80_3,business
business_80,"Wal-Mart saw a 3% rise in December sales, less than the 4.3% rise seen a year earlier.",business_80_4,business
business_80,Customers at Wal-Mart are generally seen to be the most vulnerable to America's economic woes.,business_80_5,business
business_80,"Commentators claim many have cut back on spending amid uncertainty over job security, while low and middle-income Americans have reined in spending in the face of higher gasoline prices.",business_80_6,business
business_80,"Analysts said Wal-Mart faced a ""stand-off"" with shoppers, stepping up Wal-Mart's discounts as the festive season wore on, as consumers waited longer to get the best bargains.",business_80_7,business
business_80,"However, experts added that if prices had not been cut across the sector, December sales - which account for nearly 23% of annual retail sales - would have been far worse.",business_80_8,business
business_80,"""So far, we are faring better than expected, but the results are still split,"" Ken Perkins, an analyst at research firm RetailMetrics LLC, told Associated Press.",business_80_9,business
business_80,"""Stores that have been that trend over the last couple of months appear to be continuing that trend.",business_80_10,business
business_80,"And for stores that have been doing well over the last several months, December was a good month.""",business_80_11,business
business_80,"Overall, December sales are forecast to rise by 4.5% to $220bn - less than the 5.1% increase seen a year earlier.",business_80_12,business
business_80,"One discount retailer to fare well in December was Costco Wholesale, which continued a recent run of upbeat results with a better-than-expected 8% jump in same store sales.",business_80_13,business
business_80,"However, the losers were many and varied.",business_80_14,business
business_80,Home furnishings store Pier 1 Imports saw Home furnishings store Pier 1 Imports's same store sales sink by a larger-than-forecast 8.8% as Home furnishings store Pier 1 Imports battled fierce competition.,business_80_15,business
business_80,"Leading electronics chain Best Buy, meanwhile, missed Leading electronics chain Best Buy's sales target of a 3-5% rise in sales, turning in a 2.5% increase over the December period.",business_80_16,business
business_80,"Accessory vendor Claire's Stores also suffered as an expected last minute shopping rush never materialised, leaving Accessory vendor Claire's Stores's same store sales 5% higher, compared to a 6% rise last year.",business_80_17,business
business_80,Jeweller Zale also felt little December cheer with December sales down 0.7% on the same month last year.,business_80_18,business
business_80,"""December was not a good period for retailers or shoppers.",business_80_19,business
business_80,"We saw a dearth of exciting, new items,"" Kurt Barnard, president of industry forecaster Retail Consulting Group, said.",business_80_20,business
business_80,"However, one beneficiary of the desertion of the High Street is expected to be online stores.",business_80_21,business
business_80,"According to a survey by Goldman Sachs & Co, Harris Interactive and Neilsen/Net Ratings sales surged 25% over the festive season to $23.2bn.",business_80_22,business
business_81,"Steady job growth continues in US US the dip in hiring fewer jobs than expected in December, but analysts said that the dip in hiring was not enough to derail US.",business_81_0,business
business_81,"According to Labor Department figures, 157,000 new jobs were added December.",business_81_1,business
business_81,"157,000 new jobs took last year's's total to 2.2 million, the best showing in five years.",business_81_2,business
business_81,Job creation was one of last year's's main concerns for US.,business_81_3,business
business_81,"While worries still remain, the conditions are set for steady growth in 2005, analysts said.",business_81_4,business
business_81,"The unemployment rate stayed at 5.4% in December, and about 200,000 jobs will need to be created each month if The unemployment rate is to drop.",business_81_5,business
business_81,"""It was a respectable report,"" said Michael Moran, analyst at Daiwa Securities.",business_81_6,business
business_81,"""Payroll growth in December was a little lighter than the consensus forecast, but Daiwa Securities had upward revisions to the prior two months and an increase in manufacturing employment.""",business_81_7,business
business_81,"""Manufacturing is a cyclical area of US and if Manufacturing's showing job growth, it's a good indication that US is on a solid growth track.""",business_81_8,business
business_81,That means that the Federal Reserve is likely to continue the Federal Reserve's policy of raising interest rates.,business_81_9,business
business_81,"the Federal Reserve lifted borrowing costs five times last year's to 2.25%, citing evidence the US economic recovery was becoming more robust.",business_81_10,business
business_81,"Job creation was one of last year's's main concerns for US, and proved to be a main topic of debate in the US presidential election.",business_81_11,business
business_81,"While demand for workers is far from booming, the conditions are set for steady growth.",business_81_12,business
business_81,"""Overall, compared to the previous year US looks great, US just keeps going stronger and stronger and Kurt Karl, economist at Swiss Re in New York expect that to be the case"" in 2005, said Kurt Karl, economist at Swiss Re in New York.",business_81_13,business
business_81,"Meanwhile, economists cautioned against reading too much into data from the Federal Reserve showing an unexpected $8.7bn drop in consumer debt in November.",business_81_14,business
business_81,"A fall in consumer spending, which makes up about two-thirds of all US economic activity, could help limit the extent of any future interest rate rises.",business_81_15,business
business_81,"But economists said there could be a number of reasons for a fall in the borrowing, which include credit cards and personal loans, while noting that such figures can vary on a month-to-month basis.",business_81_16,business
business_82,Barclays shares up on merger talk Shares in Barclays have risen on Monday following a weekend press report that Barclays had held merger talks with US bank Wells Fargo.,business_82_0,business
business_82,"A tie-up between Barclays and US bank Wells Fargo would create the world's fourth biggest bank, valued at $180bn (£96bn).",business_82_1,business
business_82,"Barclays has declined to comment on a weekend press report that it had held merger talks with US bank Wells Fargo, saying Barclays does not respond to market speculation.",business_82_2,business
business_82,Barclays and California-based Wells Fargo reportedly held talks in October and November 2004.,business_82_3,business
business_82,"Barclays shares were up 8 pence, or 1.3%, at 605 pence by late morning in London on Monday, making Barclays the second biggest gainer in the FTSE 100 index.",business_82_4,business
business_82,"Barclays was founded more than 300 years ago; Barclays has operations in over 60 countries and employs 76,200 staff worldwide.",business_82_5,business
business_82,"Barclays's North American divisions focus on business banking, whereas US bank Wells Fargo operates retail and business banking services from 6,000 branches.",business_82_6,business
business_82,"In 2003, Barclays reported a 20% rise in pre-tax profits to £3.8bn, and Barclays has recently forecast similar gains in 2004, predicting that full year pre-tax profits would rise 18% to £4.5bn.",business_82_7,business
business_82,"US bank Wells Fargo had net income of $6.2bn in US bank Wells Fargo's last financial year, a 9% increase on the previous year, and revenues of $28.4bn.",business_82_8,business
business_82,"Barclays was the focus of takeover speculation in August, when Barclays was linked to Citigroup, though no bid has ever materialised.",business_82_9,business
business_82,Stock market traders were sceptical that the latest reports heralded a deal.,business_82_10,business
business_82,"""The chief executive would be abandoning The chief executive's duty if The chief executive didn't talk to rivals, but a deal doesn't seem likely,"" Reuters quoted one trader as saying.",business_82_11,business
business_83,"UK Coal plunges into deeper loss Shares in UK Coal have fallen after UK Coal reported losses had deepened to £51.6m in 2004 from £1.2m. UK Coal blamed geological problems, industrial action and ""operating flaws"" at UK Coal's deep mines for UK Coal's worsening fortunes.",business_83_0,business
business_83,"The South Yorkshire company, led by new chief executive Gerry Spindler, said UK Coal hoped to return to profit in 2006.",business_83_1,business
business_83,"In early trade on Thursday, UK Coal's shares were down 10% at 119 pence.",business_83_2,business
business_83,"UK Coal said UK Coal was making ""significant progress"" in shaking up the business.",business_83_3,business
business_83,"UK Coal had introduced new wage structures, a new daily maintenance regime for machinery at UK Coal's mines and methods to continue mining in adverse conditions.",business_83_4,business
business_83,"UK Coal said these actions should ""significantly uplift earnings"".",business_83_5,business
